Station,Condition,Fraction,Date,ImageNumber,Count,Total_Area,Average_Size,Perc_Area,Mean,Perim
Station2,AlcianBlue,Heavy,2022.06,6,7,3.72,0.531,0.01,255,2.578
Station2,AlcianBlue,Heavy,2022.06,7,49,47.971,0.979,0.128,255,3.313
Station2,AlcianBlue,Heavy,2022.06,8,26,35.354,1.36,0.094,255,3.995
Station2,AlcianBlue,Heavy,2022.06,9,31,35.978,1.161,0.096,255,3.871
Station2,AlcianBlue,Heavy,2022.06,10,57,49.558,0.869,0.132,255,3.246
Station2,AlcianBlue,Heavy,2022.06,11,16,24.298,1.519,0.065,255,4.339
Station2,AlcianBlue,Heavy,2022.06,12,15,19.511,1.301,0.052,255,4.089
Station2,AlcianBlue,Heavy,2022.06,13,35,40.505,1.157,0.108,255,3.735
Station2,AlcianBlue,Heavy,2022.06,14,4,5.333,1.333,0.014,255,4.602
Station2,AlcianBlue,Heavy,2022.06,15,31,27.601,0.89,0.074,255,3.151
Station2,AlcianBlue,Heavy,2022.06,16,18,18.574,1.032,0.049,255,3.316
Station2,AlcianBlue,Heavy,2022.06,17,32,39.88,1.246,0.106,255,3.887
Station2,AlcianBlue,Heavy,2022.06,18,4,10.354,2.588,0.028,255,5.381
Station2,AlcianBlue,Heavy,2022.06,19,45,31.061,0.69,0.083,255,2.776
Station2,AlcianBlue,Heavy,2022.06,20,15,19.433,1.296,0.052,255,3.708
Station2,AlcianBlue,Heavy,2022.06,21,20,26.587,1.329,0.071,255,4.079
Station2,AlcianBlue,Heavy,2022.06,22,29,22.06,0.761,0.059,255,2.947
Station2,AlcianBlue,Heavy,2022.06,23,55,78.564,1.428,0.209,255,4.128
Station2,AlcianBlue,Heavy,2022.06,24,30,43.236,1.441,0.115,255,4.16
Station2,AlcianBlue,Heavy,2022.06,25,37,51.197,1.384,0.136,255,4.236
Station2,AlcianBlue,Heavy,2022.06,26,33,30.931,0.937,0.082,255,3.35
Station2,AlcianBlue,Heavy,2022.06,27,11,12.409,1.128,0.033,255,3.583
Station2,AlcianBlue,Heavy,2022.06,28,28,28.044,1.002,0.075,255,3.47
Station2,AlcianBlue,Heavy,2022.06,29,12,9.86,0.822,0.026,255,3.089
Station2,AlcianBlue,Heavy,2022.06,30,10,11.576,1.158,0.031,255,3.751
Station2,AlcianBlue,Heavy,2022.06,31,7,9.027,1.29,0.024,255,4.171
Station2,AlcianBlue,Heavy,2022.06,32,63,49.35,0.783,0.131,255,3.077
Station2,AlcianBlue,Heavy,2022.11,1,4,5.515,1.379,0.015,255,3.909
Station2,AlcianBlue,Heavy,2022.11,2,11,16.857,1.532,0.045,255,4.376
Station2,AlcianBlue,Heavy,2022.11,3,10,14.776,1.478,0.039,255,3.985
Station2,AlcianBlue,Heavy,2022.11,4,9,14.724,1.636,0.039,255,4.671
Station2,AlcianBlue,Heavy,2022.11,5,21,20.369,0.97,0.054,255,3.507
Station2,AlcianBlue,Heavy,2022.11,6,18,22.399,1.244,0.06,255,3.99
Station2,AlcianBlue,Heavy,2022.11,7,34,25.572,0.752,0.068,255,2.913
Station2,AlcianBlue,Heavy,2022.11,8,13,17.04,1.311,0.045,255,3.953
Station2,AlcianBlue,Heavy,2022.11,9,8,22.555,2.819,0.06,255,6.404
Station2,AlcianBlue,Heavy,2022.11,10,3,5.983,1.994,0.016,255,5.64
Station2,AlcianBlue,Heavy,2022.11,11,14,15.271,1.091,0.041,255,3.673
Station2,AlcianBlue,Heavy,2022.11,12,8,15.921,1.99,0.042,255,5.35
Station2,AlcianBlue,Heavy,2022.11,13,5,5.905,1.181,0.016,255,3.659
Station2,AlcianBlue,Heavy,2022.11,14,16,20.578,1.286,0.055,255,4.001
Station2,AlcianBlue,Heavy,2022.11,15,7,15.245,2.178,0.041,255,5.823
Station2,AlcianBlue,Heavy,2022.11,16,6,9.625,1.604,0.026,255,4.625
Station2,AlcianBlue,Heavy,2022.11,17,31,26.769,0.864,0.071,255,3.29
Station2,AlcianBlue,Heavy,2022.11,18,18,19.953,1.109,0.053,255,3.529
Station2,AlcianBlue,Heavy,2022.11,19,23,23.647,1.028,0.063,255,3.534
Station2,AlcianBlue,Heavy,2022.11,20,58,72.815,1.255,0.194,255,3.757
Station2,AlcianBlue,Heavy,2022.11,21,3,9.105,3.035,0.024,255,5.939
Station2,AlcianBlue,Heavy,2022.11,22,6,13.918,2.32,0.037,255,5.715
Station2,AlcianBlue,Heavy,2022.11,23,15,13.267,0.884,0.035,255,3.412
Station2,AlcianBlue,Heavy,2022.11,24,7,8.273,1.182,0.022,255,4.06
Station2,AlcianBlue,Heavy,2022.11,25,7,12.279,1.754,0.033,255,4.844
Station2,AlcianBlue,Heavy,2022.11,26,2,2.914,1.457,0.008,255,4.739
Station2,AlcianBlue,Heavy,2022.11,27,28,39.542,1.412,0.105,255,4.151
Station2,AlcianBlue,Heavy,2022.11,28,10,15.453,1.545,0.041,255,4.504
Station2,AlcianBlue,Heavy,2022.11,29,7,11.03,1.576,0.029,255,4.321
Station2,AlcianBlue,Heavy,2022.11,30,8,12.383,1.548,0.033,255,4.502
Station2,AlcianBlue,Heavy,2022.11,31,67,83.195,1.242,0.222,255,3.895
Station2,AlcianBlue,Heavy,2022.11,32,18,22.138,1.23,0.059,255,3.886
Station2,AlcianBlue,Heavy,2022.11,33,8,15.869,1.984,0.042,255,4.666
Station2,AlcianBlue,Light,2022.02,1,14,12.695,0.907,0.034,255,3.247
Station2,AlcianBlue,Light,2022.02,10,13,21.67,1.667,0.058,255,4.541
Station2,AlcianBlue,Light,2022.02,11,12,13.059,1.088,0.035,255,3.516
Station2,AlcianBlue,Light,2022.02,12,18,14.412,0.801,0.038,255,3.039
Station2,AlcianBlue,Light,2022.02,13,11,9.001,0.818,0.024,255,3.067
Station2,AlcianBlue,Light,2022.02,14,7,14.49,2.07,0.039,255,5.264
Station2,AlcianBlue,Light,2022.02,15,3,1.899,0.633,0.005,255,2.85
Station2,AlcianBlue,Light,2022.02,16,7,6.816,0.974,0.018,255,3.481
Station2,AlcianBlue,Light,2022.02,17,9,10.302,1.145,0.027,255,3.867
Station2,AlcianBlue,Light,2022.02,18,13,9.547,0.734,0.025,255,3.108
Station2,AlcianBlue,Light,2022.02,19,13,12.799,0.985,0.034,255,3.556
Station2,AlcianBlue,Light,2022.02,2,10,10.536,1.054,0.028,255,3.681
Station2,AlcianBlue,Light,2022.02,20,10,11.993,1.199,0.032,255,4.306
Station2,AlcianBlue,Light,2022.02,21,8,6.842,0.855,0.018,255,3.282
Station2,AlcianBlue,Light,2022.02,22,11,22.216,2.02,0.059,255,5.317
Station2,AlcianBlue,Light,2022.02,23,2,3.642,1.821,0.01,255,6.978
Station2,AlcianBlue,Light,2022.02,24,7,11.889,1.698,0.032,255,4.736
Station2,AlcianBlue,Light,2022.02,25,3,2.029,0.676,0.005,255,3.128
Station2,AlcianBlue,Light,2022.02,26,21,24.48,1.166,0.065,255,4.113
Station2,AlcianBlue,Light,2022.02,27,13,13.085,1.007,0.035,255,3.5
Station2,AlcianBlue,Light,2022.02,28,18,24.298,1.35,0.065,255,3.984
Station2,AlcianBlue,Light,2022.02,29,7,11.03,1.576,0.029,255,4.983
Station2,AlcianBlue,Light,2022.02,3,3,4.839,1.613,0.013,255,4.243
Station2,AlcianBlue,Light,2022.02,30,11,14.178,1.289,0.038,255,4.001
Station2,AlcianBlue,Light,2022.02,31,5,8.221,1.644,0.022,255,4.35
Station2,AlcianBlue,Light,2022.02,32,4,6.191,1.548,0.016,255,4.854
Station2,AlcianBlue,Light,2022.02,4,14,12.643,0.903,0.034,255,3.302
Station2,AlcianBlue,Light,2022.02,5,24,21.748,0.906,0.058,255,3.332
Station2,AlcianBlue,Light,2022.02,6,18,21.332,1.185,0.057,255,4.017
Station2,AlcianBlue,Light,2022.02,7,24,32.024,1.334,0.085,255,3.823
Station2,AlcianBlue,Light,2022.02,8,3,4.735,1.578,0.013,255,4.243
Station2,AlcianBlue,Light,2022.02,9,16,13.814,0.863,0.037,255,3.364
Station2,AlcianBlue,Light,2021.11,1,18,16.415,0.912,0.044,255,3.267
Station2,AlcianBlue,Light,2021.11,10,22,36.16,1.644,0.096,255,4.853
Station2,AlcianBlue,Light,2021.11,11,13,10.614,0.816,0.028,255,3.167
Station2,AlcianBlue,Light,2021.11,12,16,20.838,1.302,0.055,255,4.26
Station2,AlcianBlue,Light,2021.11,13,20,23.413,1.171,0.062,255,3.678
Station2,AlcianBlue,Light,2021.11,14,5,9.755,1.951,0.026,255,5.068
Station2,AlcianBlue,Light,2021.11,15,13,15.557,1.197,0.041,255,3.589
Station2,AlcianBlue,Light,2021.11,16,2,3.018,1.509,0.008,255,4.511
Station2,AlcianBlue,Light,2021.11,17,14,16.493,1.178,0.044,255,4.122
Station2,AlcianBlue,Light,2021.11,18,10,12.435,1.243,0.033,255,3.849
Station2,AlcianBlue,Light,2021.11,19,6,15.687,2.614,0.042,255,5.803
Station2,AlcianBlue,Light,2021.11,2,5,8.975,1.795,0.024,255,4.567
Station2,AlcianBlue,Light,2021.11,20,15,19.017,1.268,0.051,255,3.895
Station2,AlcianBlue,Light,2021.11,21,4,5.515,1.379,0.015,255,4.155
Station2,AlcianBlue,Light,2021.11,22,14,25.52,1.823,0.068,255,4.837
Station2,AlcianBlue,Light,2021.11,23,24,28.824,1.201,0.077,255,4.069
Station2,AlcianBlue,Light,2021.11,24,4,6.53,1.632,0.017,255,4.441
Station2,AlcianBlue,Light,2021.11,25,28,44.277,1.581,0.118,255,4.564
Station2,AlcianBlue,Light,2021.11,26,15,20.708,1.381,0.055,255,4.036
Station2,AlcianBlue,Light,2021.11,27,4,12.591,3.148,0.034,255,6.287
Station2,AlcianBlue,Light,2021.11,28,9,15.036,1.671,0.04,255,4.565
Station2,AlcianBlue,Light,2021.11,29,23,28.902,1.257,0.077,255,3.863
Station2,AlcianBlue,Light,2021.11,3,19,28.694,1.51,0.076,255,4.579
Station2,AlcianBlue,Light,2021.11,30,21,28.512,1.358,0.076,255,3.968
Station2,AlcianBlue,Light,2021.11,31,8,13.918,1.74,0.037,255,4.552
Station2,AlcianBlue,Light,2021.11,32,8,23.127,2.891,0.062,255,6.99
Station2,AlcianBlue,Light,2021.11,33,4,3.746,0.937,0.01,255,3.215
Station2,AlcianBlue,Light,2021.11,34,3,10.172,3.391,0.027,255,7.211
Station2,AlcianBlue,Light,2021.11,35,5,7.986,1.597,0.021,255,4.646
Station2,AlcianBlue,Light,2021.11,36,19,32.726,1.722,0.087,255,4.632
Station2,AlcianBlue,Light,2021.11,37,13,27.029,2.079,0.072,255,5.272
Station2,AlcianBlue,Light,2021.11,38,10,20.76,2.076,0.055,255,6.06
Station2,AlcianBlue,Light,2021.11,39,10,15.062,1.506,0.04,255,4.168
Station2,AlcianBlue,Light,2021.11,4,19,33.091,1.742,0.088,255,5.015
Station2,AlcianBlue,Light,2021.11,40,9,8.585,0.954,0.023,255,3.652
Station2,AlcianBlue,Light,2021.11,41,8,22.347,2.793,0.06,255,6.541
Station2,AlcianBlue,Light,2021.11,42,9,14.23,1.581,0.038,255,4.906
Station2,AlcianBlue,Light,2021.11,43,8,14.542,1.818,0.039,255,4.846
Station2,AlcianBlue,Light,2021.11,44,27,36.29,1.344,0.097,255,4.288
Station2,AlcianBlue,Light,2021.11,45,46,57.128,1.242,0.152,255,4.081
Station2,AlcianBlue,Light,2021.11,46,12,9.677,0.806,0.026,255,3.097
Station2,AlcianBlue,Light,2021.11,47,21,38.84,1.85,0.103,255,4.907
Station2,AlcianBlue,Light,2021.11,48,5,11.446,2.289,0.03,255,5.421
Station2,AlcianBlue,Light,2021.11,49,17,20.005,1.177,0.053,255,3.983
Station2,AlcianBlue,Light,2021.11,5,19,24.506,1.29,0.065,255,4.194
Station2,AlcianBlue,Light,2021.11,50,15,28.252,1.883,0.075,255,5.272
Station2,AlcianBlue,Light,2021.11,51,11,13.684,1.244,0.036,255,3.701
Station2,AlcianBlue,Light,2021.11,52,8,11.264,1.408,0.03,255,4.267
Station2,AlcianBlue,Light,2021.11,53,15,23.309,1.554,0.062,255,4.392
Station2,AlcianBlue,Light,2021.11,6,8,10.588,1.323,0.028,255,4.35
Station2,AlcianBlue,Light,2021.11,7,10,25.963,2.596,0.069,255,6.66
Station2,AlcianBlue,Light,2021.11,8,28,35.588,1.271,0.095,255,4.029
Station2,AlcianBlue,Light,2021.11,9,25,39.282,1.571,0.105,255,4.363
Station2,AlcianBlue,Light,2021.07,1,31,29.318,0.946,0.078,255,3.753
Station2,AlcianBlue,Light,2021.07,10,28,35.302,1.261,0.094,255,4.014
Station2,AlcianBlue,Light,2021.07,12,11,11.03,1.003,0.029,255,3.578
Station2,AlcianBlue,Light,2021.07,13,6,9.131,1.522,0.024,255,4.157
Station2,AlcianBlue,Light,2021.07,15,63,88.319,1.402,0.235,255,4.251
Station2,AlcianBlue,Light,2021.07,19,16,11.186,0.699,0.03,255,2.834
Station2,AlcianBlue,Light,2021.07,2,110,126.223,1.147,0.336,255,3.806
Station2,AlcianBlue,Light,2021.07,20,6,8.091,1.348,0.022,255,4.005
Station2,AlcianBlue,Light,2021.07,21,20,22.086,1.104,0.059,255,3.554
Station2,AlcianBlue,Light,2021.07,22,41,47.503,1.159,0.126,255,3.644
Station2,AlcianBlue,Light,2021.07,23,70,71.514,1.022,0.19,255,3.548
Station2,AlcianBlue,Light,2021.07,24,26,36.212,1.393,0.096,255,4.298
Station2,AlcianBlue,Light,2021.07,25,11,10.822,0.984,0.029,255,3.362
Station2,AlcianBlue,Light,2021.07,27,86,98.439,1.145,0.262,255,3.748
Station2,AlcianBlue,Light,2021.07,28,58,60.588,1.045,0.161,255,3.498
Station2,AlcianBlue,Light,2021.07,3,21,29.527,1.406,0.079,255,4.275
Station2,AlcianBlue,Light,2021.07,30,72,88.111,1.224,0.235,255,3.863
Station2,AlcianBlue,Light,2021.07,32,13,11.759,0.905,0.031,255,3.402
Station2,AlcianBlue,Light,2021.07,33,4,4.553,1.138,0.012,255,3.491
Station2,AlcianBlue,Light,2021.07,34,201,211.837,1.054,0.564,255,3.592
Station2,AlcianBlue,Light,2021.07,35,133,130.203,0.979,0.347,255,3.465
Station2,AlcianBlue,Light,2021.07,36,40,65.166,1.629,0.174,255,4.699
Station2,AlcianBlue,Light,2021.07,37,81,87.123,1.076,0.232,255,3.568
Station2,AlcianBlue,Light,2021.07,38,35,28.694,0.82,0.076,255,3.083
Station2,AlcianBlue,Light,2021.07,39,6,14.1,2.35,0.038,255,5.819
Station2,AlcianBlue,Light,2021.07,4,37,45.578,1.232,0.121,255,3.801
Station2,AlcianBlue,Light,2021.07,40,8,8.637,1.08,0.023,255,3.607
Station2,AlcianBlue,Light,2021.07,41,64,71.254,1.113,0.19,255,3.788
Station2,AlcianBlue,Light,2021.07,42,147,142.534,0.97,0.38,255,3.394
Station2,AlcianBlue,Light,2021.07,43,133,130.489,0.981,0.347,255,3.41
Station2,AlcianBlue,Light,2021.07,44,115,93.47,0.813,0.249,255,3.101
Station2,AlcianBlue,Light,2021.07,45,8,8.975,1.122,0.024,255,3.714
Station2,AlcianBlue,Light,2021.07,46,1,0.624,0.624,0.002,255,2.698
Station2,AlcianBlue,Light,2021.07,47,8,16.051,2.006,0.043,255,6.091
Station2,AlcianBlue,Light,2021.07,5,3,3.824,1.275,0.01,255,3.603
Station2,AlcianBlue,Light,2021.07,6,10,18.678,1.868,0.05,255,5.721
Station2,AlcianBlue,Light,2021.07,7,95,126.145,1.328,0.336,255,4.094
Station2,AlcianBlue,Light,2021.07,8,54,64.646,1.197,0.172,255,3.955
Station2,AlcianBlue,Light,2021.07,9,83,108.247,1.304,0.288,255,4.042
Station2,AlcianBlue,Light,2022.05,1,13,26.405,2.031,0.07,255,4.903
Station2,AlcianBlue,Light,2022.05,2,5,2.862,0.572,0.008,255,2.652
Station2,AlcianBlue,Light,2022.05,3,3,7.102,2.367,0.019,255,5.756
Station2,AlcianBlue,Light,2022.05,4,12,22.685,1.89,0.06,255,5.161
Station2,AlcianBlue,Light,2022.05,5,9,20.473,2.275,0.055,255,5.399
Station2,AlcianBlue,Light,2022.05,6,5,10.458,2.092,0.028,255,5.41
Station2,AlcianBlue,Light,2022.05,7,14,28.278,2.02,0.075,255,5.377
Station2,AlcianBlue,Light,2022.05,8,1,1.457,1.457,0.004,255,4.484
Station2,AlcianBlue,Light,2022.05,9,4,7.076,1.769,0.019,255,5.068
Station2,AlcianBlue,Light,2022.05,10,46,73.413,1.596,0.195,255,4.41
Station2,AlcianBlue,Light,2022.05,11,9,8.975,0.997,0.024,255,3.523
Station2,AlcianBlue,Light,2022.05,12,2,5.229,2.614,0.014,255,6.061
Station2,AlcianBlue,Light,2022.05,13,6,11.004,1.834,0.029,255,5.211
Station2,AlcianBlue,Light,2022.05,14,3,4.787,1.596,0.013,255,5.483
Station2,AlcianBlue,Light,2022.05,15,4,8.039,2.01,0.021,255,5.798
Station2,AlcianBlue,Light,2022.05,16,5,4.631,0.926,0.012,255,3.404
Station2,AlcianBlue,Light,2022.05,17,8,13.319,1.665,0.035,255,4.725
Station2,AlcianBlue,Light,2022.05,18,11,14.464,1.315,0.039,255,3.9
Station2,AlcianBlue,Light,2022.05,19,16,21.696,1.356,0.058,255,4.045
Station2,AlcianBlue,Light,2022.05,20,4,6.27,1.567,0.017,255,4.783
Station2,AlcianBlue,Light,2022.05,21,84,105.177,1.252,0.28,255,3.822
Station2,AlcianBlue,Light,2022.05,22,27,31.087,1.151,0.083,255,3.577
Station2,AlcianBlue,Light,2022.05,23,34,51.431,1.513,0.137,255,4.255
Station2,AlcianBlue,Light,2022.05,24,27,40.088,1.485,0.107,255,4.031
Station2,AlcianBlue,Light,2022.05,25,30,48.855,1.629,0.13,255,4.556
Station2,AlcianBlue,Light,2022.06,1,3,4.266,1.422,0.011,255,4.198
Station2,AlcianBlue,Light,2022.06,2,22,14.152,0.643,0.038,255,2.704
Station2,AlcianBlue,Light,2022.06,3,24,19.901,0.829,0.053,255,3.193
Station2,AlcianBlue,Light,2022.06,4,17,13.476,0.793,0.036,255,3.126
Station2,AlcianBlue,Light,2022.06,5,21,13.398,0.638,0.036,255,2.727
Station2,AlcianBlue,Light,2022.06,6,21,15.245,0.726,0.041,255,2.939
Station2,AlcianBlue,Light,2022.06,7,20,21.54,1.077,0.057,255,3.465
Station2,AlcianBlue,Light,2022.06,8,10,8.091,0.809,0.022,255,3.047
Station2,AlcianBlue,Light,2022.06,9,1,2.497,2.497,0.007,255,5.813
Station2,AlcianBlue,Light,2022.06,10,17,15.739,0.926,0.042,255,3.209
Station2,AlcianBlue,Light,2022.06,11,13,7.102,0.546,0.019,255,2.48
Station2,AlcianBlue,Light,2022.06,12,14,11.186,0.799,0.03,255,3.046
Station2,AlcianBlue,Light,2022.06,13,10,16.103,1.61,0.043,255,4.434
Station2,AlcianBlue,Light,2022.06,14,22,20.239,0.92,0.054,255,3.257
Station2,AlcianBlue,Light,2022.06,15,6,4.891,0.815,0.013,255,3.211
Station2,AlcianBlue,Light,2022.06,16,24,31.868,1.328,0.085,255,3.871
Station2,AlcianBlue,Light,2022.06,17,19,20.395,1.073,0.054,255,3.587
Station2,AlcianBlue,Light,2022.06,18,16,18.366,1.148,0.049,255,3.486
Station2,AlcianBlue,Light,2022.06,19,10,14.594,1.459,0.039,255,4.607
Station2,AlcianBlue,Light,2022.06,20,40,50.65,1.266,0.135,255,3.953
Station2,AlcianBlue,Light,2022.06,21,10,8.949,0.895,0.024,255,3.131
Station2,AlcianBlue,Light,2022.06,22,11,9.391,0.854,0.025,255,3.282
Station2,AlcianBlue,Light,2022.06,23,21,21.93,1.044,0.058,255,3.533
Station2,AlcianBlue,Light,2022.06,24,16,13.944,0.871,0.037,255,3.174
Station2,AlcianBlue,Light,2022.06,25,35,35.952,1.027,0.096,255,3.491
Station2,AlcianBlue,Light,2022.06,26,10,15.557,1.556,0.041,255,4.55
Station2,AlcianBlue,Light,2022.06,27,27,32.05,1.187,0.085,255,3.794
Station2,AlcianBlue,Light,2022.06,28,19,25.676,1.351,0.068,255,4.159
Station2,AlcianBlue,Light,2022.06,29,59,59.86,1.015,0.159,255,3.431
Station2,AlcianBlue,Light,2022.06,30,19,37.461,1.972,0.1,255,4.826
Station2,AlcianBlue,Light,2022.06,31,25,24.974,0.999,0.067,255,3.531
Station2,AlcianBlue,Light,2022.06,32,5,1.743,0.349,0.005,255,2.04
Station2,AlcianBlue,Light,2022.06,33,26,20.942,0.805,0.056,255,3.219
Station2,AlcianBlue,Light,2022.11,1,9,12.851,1.428,0.034,255,4.375
Station2,AlcianBlue,Light,2022.11,2,8,13.345,1.668,0.036,255,4.496
Station2,AlcianBlue,Light,2022.11,3,21,31.009,1.477,0.083,255,4.087
Station2,AlcianBlue,Light,2022.11,4,3,2.627,0.876,0.007,255,3.052
Station2,AlcianBlue,Light,2022.11,5,6,8.299,1.383,0.022,255,4.24
Station2,AlcianBlue,Light,2022.11,6,7,12.435,1.776,0.033,255,4.673
Station2,AlcianBlue,Light,2022.11,7,6,7.622,1.27,0.02,255,3.692
Station2,AlcianBlue,Light,2022.11,8,3,1.925,0.642,0.005,255,2.806
Station2,AlcianBlue,Light,2022.11,9,3,6.061,2.02,0.016,255,4.964
Station2,AlcianBlue,Light,2022.11,10,24,23.049,0.96,0.061,255,3.315
Station2,AlcianBlue,Light,2022.11,11,6,16.701,2.784,0.044,255,5.832
Station2,AlcianBlue,Light,2022.11,12,6,9.391,1.565,0.025,255,4.252
Station2,AlcianBlue,Light,2022.11,13,15,17.716,1.181,0.047,255,3.898
Station2,AlcianBlue,Light,2022.11,14,21,30.099,1.433,0.08,255,4.279
Station2,AlcianBlue,Light,2022.11,15,0,0,NaN,0,NaN,NaN
Station2,AlcianBlue,Light,2022.11,16,0,0,NaN,0,NaN,NaN
Station2,AlcianBlue,Light,2022.11,17,4,2.601,0.65,0.007,255,2.779
Station2,AlcianBlue,Light,2022.11,18,8,12.019,1.502,0.032,255,4.36
Station2,AlcianBlue,Light,2022.11,19,11,8.533,0.776,0.023,255,3.059
Station2,AlcianBlue,Light,2022.11,20,4,8.117,2.029,0.022,255,4.421
Station2,AlcianBlue,Light,2022.11,21,2,2.133,1.067,0.006,255,3.477
Station2,AlcianBlue,Light,2022.11,22,21,24.22,1.153,0.064,255,3.627
Station2,AlcianBlue,Light,2022.11,23,18,31.139,1.73,0.083,255,4.641
Station2,AlcianBlue,Light,2022.11,24,4,4.995,1.249,0.013,255,3.799
Station2,AlcianBlue,Light,2022.11,25,10,11.42,1.142,0.03,255,3.792
Station2,AlcianBlue,Light,2022.11,26,10,21.176,2.118,0.056,255,5.094
Station2,AlcianBlue,Light,2022.11,27,24,27.471,1.145,0.073,255,3.679
Station2,AlcianBlue,Light,2022.11,28,12,18.652,1.554,0.05,255,4.59
Station2,AlcianBlue,Light,2022.11,29,17,20.395,1.2,0.054,255,3.777
Station2,AlcianBlue,Light,2022.11,30,15,17.482,1.165,0.047,255,3.969
Station2,AlcianBlue,Light,2022.11,31,7,11.55,1.65,0.031,255,4.407
Station2,AlcianBlue,Light,2022.11,32,14,19.355,1.382,0.052,255,3.979
Station2,CBBG,Heavy,2022.02,1,8,12.461,1.558,0.033,255,4.452
Station2,CBBG,Heavy,2022.02,10,3,5.437,1.812,0.014,255,5.084
Station2,CBBG,Heavy,2022.02,11,8,11.681,1.46,0.031,255,4.283
Station2,CBBG,Heavy,2022.02,12,6,12.253,2.042,0.033,255,5.959
Station2,CBBG,Heavy,2022.02,13,12,16.337,1.361,0.044,255,4.105
Station2,CBBG,Heavy,2022.02,14,6,7.44,1.24,0.02,255,3.853
Station2,CBBG,Heavy,2022.02,15,0,0,NaN,0,NaN,NaN
Station2,CBBG,Heavy,2022.02,16,16,18.054,1.128,0.048,255,3.811
Station2,CBBG,Heavy,2022.02,17,14,21.124,1.509,0.056,255,4.421
Station2,CBBG,Heavy,2022.02,18,3,7.232,2.411,0.019,255,5.223
Station2,CBBG,Heavy,2022.02,19,7,16.077,2.297,0.043,255,5.677
Station2,CBBG,Heavy,2022.02,2,2,1.093,0.546,0.003,255,2.403
Station2,CBBG,Heavy,2022.02,20,7,12.305,1.758,0.033,255,4.811
Station2,CBBG,Heavy,2022.02,21,16,15.635,0.977,0.042,255,3.397
Station2,CBBG,Heavy,2022.02,22,20,23.413,1.171,0.062,255,3.674
Station2,CBBG,Heavy,2022.02,23,10,13.528,1.353,0.036,255,4.023
Station2,CBBG,Heavy,2022.02,24,4,7.362,1.841,0.02,255,4.521
Station2,CBBG,Heavy,2022.02,25,21,23.907,1.138,0.064,255,3.854
Station2,CBBG,Heavy,2022.02,26,7,9.703,1.386,0.026,255,4.07
Station2,CBBG,Heavy,2022.02,27,3,2.029,0.676,0.005,255,3.008
Station2,CBBG,Heavy,2022.02,28,28,36.55,1.305,0.097,255,3.884
Station2,CBBG,Heavy,2022.02,29,16,20.916,1.307,0.056,255,4.131
Station2,CBBG,Heavy,2022.02,3,13,20.864,1.605,0.056,255,4.339
Station2,CBBG,Heavy,2022.02,30,5,3.018,0.604,0.008,255,2.72
Station2,CBBG,Heavy,2022.02,4,5,4.553,0.911,0.012,255,3.169
Station2,CBBG,Heavy,2022.02,5,19,30.411,1.601,0.081,255,4.4
Station2,CBBG,Heavy,2022.02,6,1,0.858,0.858,0.002,255,3.249
Station2,CBBG,Heavy,2022.02,7,4,5.385,1.346,0.014,255,4.417
Station2,CBBG,Heavy,2022.02,8,25,30.749,1.23,0.082,255,3.935
Station2,CBBG,Heavy,2022.02,9,0,0,NaN,0,NaN,NaN
Station2,CBBG,Heavy,2021.11,1,10,17.352,1.735,0.046,255,4.371
Station2,CBBG,Heavy,2021.11,10,34,54.448,1.601,0.145,255,4.542
Station2,CBBG,Heavy,2021.11,11,21,25.963,1.236,0.069,255,3.831
Station2,CBBG,Heavy,2021.11,12,64,57.18,0.893,0.152,255,3.204
Station2,CBBG,Heavy,2021.11,13,42,44.329,1.055,0.118,255,3.474
Station2,CBBG,Heavy,2021.11,14,35,53.122,1.518,0.141,255,4.454
Station2,CBBG,Heavy,2021.11,15,13,15.921,1.225,0.042,255,4.029
Station2,CBBG,Heavy,2021.11,16,19,33.325,1.754,0.089,255,4.555
Station2,CBBG,Heavy,2021.11,17,35,50.702,1.449,0.135,255,4.464
Station2,CBBG,Heavy,2021.11,18,44,44.147,1.003,0.118,255,3.551
Station2,CBBG,Heavy,2021.11,19,9,13.554,1.506,0.036,255,4.361
Station2,CBBG,Heavy,2021.11,2,10,13.085,1.309,0.035,255,4.157
Station2,CBBG,Heavy,2021.11,20,35,49.48,1.414,0.132,255,4.334
Station2,CBBG,Heavy,2021.11,21,43,39.802,0.926,0.106,255,3.329
Station2,CBBG,Heavy,2021.11,22,68,73.569,1.082,0.196,255,3.731
Station2,CBBG,Heavy,2021.11,23,19,27.627,1.454,0.074,255,4.241
Station2,CBBG,Heavy,2021.11,24,14,12.617,0.901,0.034,255,3.158
Station2,CBBG,Heavy,2021.11,25,10,13.371,1.337,0.036,255,4.181
